image_path,mask_path
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_26_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_26_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_27_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_27_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_27_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_27_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_28_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_28_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_28_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_28_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_29_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_29_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_29_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_29_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_2_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_2_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_2_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_2_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_30_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_30_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_30_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_30_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_31_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_31_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_31_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_31_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_32_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_32_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_32_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_32_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_33_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_33_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_33_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_33_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_34_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_34_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_34_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_34_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_35_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_35_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_35_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_35_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_36_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_36_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_36_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_36_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_37_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_37_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_37_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_37_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_38_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_38_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_38_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_38_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_39_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_39_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_39_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_39_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_3_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_3_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_3_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_3_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_40_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_40_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_40_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_40_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_41_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_41_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_41_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_41_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_42_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_42_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_42_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_42_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_43_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_43_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_43_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_43_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_44_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_44_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_44_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_44_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_45_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_45_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_45_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_45_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_46_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_46_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_46_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_46_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_47_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_47_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_47_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_47_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_48_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_48_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_48_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_48_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_49_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_49_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_49_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_49_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_4_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_4_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_4_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_4_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_50_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_50_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_50_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_50_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_51_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_51_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_51_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_51_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_52_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_52_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_52_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_52_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_53_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_53_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_53_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_53_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_54_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_54_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_54_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_54_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_55_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_55_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_55_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_55_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_56_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_56_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_56_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_56_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_57_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_57_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_57_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_57_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_58_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_58_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_58_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_58_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_59_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_59_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_59_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_59_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_5_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_5_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_5_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_5_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_60_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_60_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_60_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_60_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_61_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_61_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_61_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_61_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_62_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_62_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_62_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_62_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_63_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_63_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_63_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_63_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_64_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_64_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_64_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_64_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_65_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_65_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_65_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_65_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_66_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_66_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_66_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_66_sagittal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_67_coronal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_67_coronal.nii
C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_img\013_positive_01013_1_2024-02-12_67_sagittal.jpg,C:\Beyond_vision\semi_supervised learning GAN\semi_supervised learning GAN\dataset\0.05\labelled_msk\013_positive_01013_1_2024-02-12_67_sagittal.nii
